Frame #,Point 1,Point 2,Point 3
37,0.013260007420101683,-0.05340868524602943,-0.02007433891296387
38,0.01225837720407022,-0.03339115175040992,-0.010566387273169851
39,0.01291453773910935,-0.026640581440281228,-0.006863021850585938
40,0.01672629717234019,-0.019265151539364377,-0.0012694271835120945
41,0.015541498467728898,-0.015941454977602573,-0.00019997825493683658
42,0.015033727594324062,-0.010437125966355609,0.0022983008139842265
43,0.011812048924935833,-0.010460311850985967,0.0006758685369749326
44,0.007345288250897383,-0.007048508927628802,0.0001483896616342905
45,0.002147012916771142,-0.005664311615196436,-0.001758649349212647
46,0.0018711008896698826,-0.003069811125059386,-0.0005993551176947518
47,-0.003597290000400027,0.0004903814599320692,-0.0015534542702339794
48,-0.028411983026040567,0.002361482349601952,-0.013025250338219309
49,-0.03739883190876729,0.0037874142543689628,-0.016805708827199166
50,-0.038578993436452505,0.004582690097190238,-0.016998151669631135
51,-0.042412779460082185,0.006787667725537275,-0.017812555867272456
52,-0.037066114464321655,0.0050777087340483805,-0.01599420286513664
53,-0.014706806621036017,0.0039752199198748615,-0.0053657933505805765
54,-0.012078686598184948,0.0038558126140285187,-0.004111436992078214
55,-0.01923500988934491,0.0032981920886684113,-0.007968408900338252
56,-0.020957721117380503,0.0012949316566054885,-0.009831394730387508
57,-0.020919464407740417,0.002240915749524091,-0.009339274329108162
58,-0.015522949760024614,0.0047090531684256896,-0.005406948295799461
59,-0.006667101125459417,0.006181356842453417,-0.0002428721415029993
60,0.0017598086434441637,0.0064213307483776206,0.004090569695910893
61,0.009185088196316282,0.011407455238136088,0.010296271717226184
62,0.012542404290792104,0.011089808618700181,0.011816106454746145
63,0.014042531026376261,0.013510414974109548,0.013776473000242906
64,0.025350286960601806,0.016969748960958948,0.021160017960780375
65,0.05636720412486309,0.018753902783264987,0.03756055345406403
66,0.06762395111290184,0.015663224362038278,0.04164358773747007
67,0.0814137559968072,0.014717240269119677,0.048065498132963444
68,0.1055189609527588,0.013389848374031687,0.059454404663395244
69,0.12351120742591654,0.010907799424351874,0.0672095034251342
70,0.10278882303753416,0.009849363790976036,0.05631909341425509
71,0.09003774578506882,0.007396297197084169,0.048717021491076505
72,0.06786624360728909,0.0068409952601870975,0.03735361943373809
73,0.0220973073469626,0.0007848421947376141,0.011441074770850107
74,-0.011741331976813242,-0.004990761666684537,-0.00836604682174889
75,-0.028453717618375216,-0.009391442569526466,-0.01892258009395084
76,-0.03198956502450479,-0.011936093407708246,-0.02196282921610652
77,-0.03332507197921341,-0.013368981077864363,-0.023347026528538886
78,-0.036639494187123076,-0.012403288983009958,-0.024521391585066516
79,-0.09020584344863891,-0.010850994007007496,-0.05052841872782321
80,-0.11879983566902781,-0.007837988299292487,-0.06331891198416015
81,-0.1562577915836025,-0.006133825778961183,-0.08119580868128184
82,-0.1907212904981665,-0.005063797203270165,-0.09789254385071833
83,-0.21756938560588943,-0.003628590944651011,-0.1105989882752702
84,-0.1826746292372008,-0.002704633442131249,-0.092689631339666
85,-0.1526744131139807,-0.0027637574479386614,-0.07771908528095968
86,-0.10368959465542356,-0.0037062636581627105,-0.053697929156793126
87,-0.06680664867968172,-0.005642285024797595,-0.036224466852239665
88,-0.022809114005114584,-0.007364996252833186,-0.015087055128973886
89,-0.0008845414986481544,-0.010280621245100692,-0.005582581371874423
90,0.0045757343318011305,-0.015868419441016947,-0.005646342554607907
91,-0.002690721911353035,-0.019806541945483237,-0.011248631928418134
92,0.0018954460685317582,-0.02386754963849042,-0.010986051784979332
93,0.0042592470065967464,-0.0278566810891435,-0.011798717041273377
94,0.003015324296178045,-0.031635980283891835,-0.014310327993856897
95,0.0023464115245922196,-0.03214954762845426,-0.014901568051931024
96,0.0016937288722476444,-0.02941593183053507,-0.013861101479143713
97,-0.0013552149566444195,-0.026554793667148902,-0.013955004311896661
98,-0.0017957467646212196,-0.024225771556029452,-0.013010759160325337
99,-0.0016508349856814827,-0.021008730063567294,-0.011329782524624389
100,-0.0021504907994656956,-0.01925819577397527,-0.010704343286720482
101,-0.0028820054595534873,-0.01912139905465616,-0.011001702257104824
102,0.007457739791354619,-0.018893018091047133,-0.005717639149846257
103,0.017126253682213863,-0.016918740014772157,0.00010375683372085189
104,0.018758539960191056,-0.015060391361648972,0.0018490742992710429
105,0.014388000707368592,-0.015521790465793096,-0.00056689487921225
106,-0.004276636420069514,-0.01590087967949945,-0.010088758049784482
107,-0.02115248254827551,-0.016041154281513113,-0.018596818414894314
108,-0.0444542966017852,-0.015929862035287394,-0.030192079318536298
109,-0.06124783283955342,-0.01450624871898342,-0.03787704077926843
110,-0.08233539491086393,-0.009614027061977904,-0.04597471098642092
111,-0.06243031295570168,-0.010638843162639721,-0.0365345780591707
112,-0.024425170163850526,-0.0035648297619175267,-0.01399499996288403
113,0.008722529797940647,-0.0011813208219167352,0.003770604488011954
114,0.022100785229657156,-0.013595043453010354,0.004252870888323399
115,0.009252327261744325,-0.013530122976045353,-0.0021388978571505145
116,0.026234828459249966,-0.006325109327161635,0.009954859566044168
117,0.08711516502741222,-0.01452247883822467,0.03629634309459377
118,0.231144721056964,-0.015900879679499446,0.10762192068873225
119,0.38370552333625596,0.0031729883116644784,0.19343925582396018
120,0.41052811397088546,0.0037908921370635165,0.20715950305397446
121,0.3722656078596373,0.001246241298881737,0.18675592457925952
122,0.2801933006982546,0.007250226123912915,0.14372176341108375
123,0.11320971888464852,0.0186901416005315,0.06594993024259
124,-0.019436727085629033,0.029625764086439806,0.0050945185004053865
125,0.10736919454626137,0.053860809996321396,0.08061500227129137
126,0.11034394354433628,0.05399876600987202,0.08217135477710415
127,0.145762700905671,0.07269122619886656,0.10922696355226878
128,0.05601246009001859,0.06794391632080078,0.06197818820540969
129,0.035880156465478846,0.06772365041681239,0.05180190344114561
130,-0.07385283901884751,0.07235966804865245,-0.0007465854850975222
131,-0.07556047942187337,0.09935963070070422,0.011899575639415436
132,-0.09069622490857099,0.10265434490667807,0.005979059999053541
133,-0.03436611819911648,0.11098039607743959,0.038307138939161565
134,-0.00508930167636356,0.10262768113935318,0.048769189731494814
135,-0.00015070825009732766,0.07283729727203783,0.036343294510970243
136,0.048722817962234086,0.05001195314768198,0.04936738555495804
137,0.07988000972850903,0.027828858027587066,0.05385443387804806
138,0.11419975615836478,0.012956272331443993,0.06357801424490439
139,0.05829742902034038,0.004098105108415759,0.03119776706437808
140,0.032003476555283,0.005562293722822861,0.01878288513905294
141,0.019779878178158326,0.003999565098736738,0.011889721638447532
142,-0.026034270557197366,0.008186935862979375,-0.008923667347108994
143,-0.025654022049259498,0.00831561752267786,-0.008669202263290817
144,-0.013177697529663912,0.0015453392106133546,-0.005816179159525279
145,-0.0022397564552925717,-0.001314639658541292,-0.001777198056916932
146,-0.019733506408897608,-0.012043907771239409,-0.01588870709006851
147,-0.021633589654355443,-0.021392456454199713,-0.021513023054277575
148,-0.011650907026754845,-0.0197914711204735,-0.015721189073614174
149,0.010372205489390607,-0.012191138138642183,-0.0009094663246257892
150,0.05573654806291736,-0.0032495017309446582,0.026243523165986347
151,0.06473267129949623,0.006342498740634404,0.035537585020065314
152,0.07845987429489962,0.020699198503752014,0.049579536399325816
153,0.07411483951517055,0.03132181154715049,0.052718325531160515
154,0.07993797444008494,0.03376096661026414,0.056849470525174535
155,0.04215425684645369,0.03168467064161559,0.03691946374403464
156,0.03353142635242359,0.03374705507948592,0.033639240715954755
157,0.02658609461139988,0.03053349146971832,0.028559793040559094
158,0.04185747752318511,0.02330297334774121,0.032580225435463156
159,0.0367971582026095,0.02107017265783774,0.028933665430223618
160,0.05223779807219635,0.022009200985367235,0.03712349952878179
161,0.07813411261584308,0.022769698001242972,0.05045190530854303
162,0.10940955239373285,0.030280765327247414,0.06984515886049013
163,0.10635944927060928,0.042934461864265236,0.07464695556743725
164,0.12263362169265749,0.06356410271412617,0.09309886220339182
165,0.12824924295013015,0.08093496747919031,0.10459210521466022
166,0.10706545945760367,0.08585385290352074,0.0964596561805622
167,0.07078418718801963,0.07522776197742773,0.07300597458272366
168,0.054359306515874097,0.06677650702966226,0.06056790677276818
169,0.03154323674537041,0.07474781416557931,0.05314552545547485
170,0.015840596379460517,0.06638930275633528,0.0411149495678979
171,0.012112306130898967,0.07104039121318509,0.04157634867204202
172,0.014493496482436724,0.10633742268021044,0.06041545958132358
173,0.05325449911323754,0.15086359552434975,0.10205904731879364
174,0.07710002216132912,0.15312074139311507,0.1151103817772221
175,0.09224851988457346,0.18640639736845688,0.13932745862651516
176,0.10759409762717584,0.22937563805966765,0.16848486784342176
177,0.1821181680060722,0.25434219862963703,0.21823018331785465
178,0.21739085429423566,0.2387230274483964,0.22805694087131606
179,0.2805990536792859,0.2541381628448899,0.26736860826208786
180,0.28483511480125223,0.23384703591063216,0.2593410753559422
181,0.2925873153274124,0.18542679374282425,0.23900705453511834
182,0.23700495339728694,0.13932629933228366,0.1881656263647853
183,0.17646660862742244,0.12515624594044042,0.15081142728393143
184,0.12188123973640237,0.11187884910686599,0.11688004442163416
185,0.11111023703136962,0.10572763391443203,0.10841893547290081
186,0.08804955617801566,0.11445364159506723,0.10125159888654142
187,0.0625416052019274,0.13592493005701017,0.09923326762946877
188,0.04861500359870293,0.11808339183394974,0.08334919771632633
189,-0.008147519859107763,0.0951722599364616,0.04351237003867691
190,-0.020320109290045657,0.08854921199179985,0.03411455135087709
191,-0.015002426650073074,0.09376603603363037,0.03938180469177865
192,-0.014980400059674237,0.06944868023331101,0.027234140086818386
193,-0.016741367997349918,0.07562076272191229,0.02943969736228118
194,0.005034814847482217,0.06807259798049928,0.03655370641399074
195,0.001647357102986928,0.058782014009114855,0.030214685556050894
196,-0.003039669475039921,0.039835668383417906,0.018397999454188994
197,-0.001300728127763078,0.027441653754260092,0.013070462813248506
198,0.0054081075900309795,0.01568293236397408,0.010545519977002532
199,0.007244429652755326,0.012020721886609055,0.009632575769682189
200,0.00523189486684026,0.004986124489758466,0.005109009678299362
201,0.003076766890448493,-3.709741540857238e-05,0.0015198347375199605
202,0.002397420470779007,-0.0029434480538239353,-0.0002730137915224642
203,-0.004579212214495685,-0.004749628466528816,-0.004664420340512251
204,-0.004360105604738803,-0.006866499733280492,-0.005613302669009648
205,-0.003628590944651011,-0.006541897348455482,-0.005085244146553246
206,-0.003583378469621813,-0.006408578511830923,-0.004995978490726368
207,-0.005984276823095373,-0.007826395356977309,-0.006905336090036342
208,-0.010156576762328277,-0.006844473142881651,-0.008500524952604964
209,-0.0129307678583506,-0.004673115047248634,-0.008801941452799618
210,-0.014042531026376263,-0.003833786023629679,-0.00893815852500297
211,-0.014040212437913226,-0.002497119774689546,-0.008268666106301385
212,-0.01268383818703729,-0.0009645328006228886,-0.006824185493830089
213,-0.006476976871490479,-0.0006364525331033243,-0.003556714702296902
214,-0.007687280049195161,-0.000827736081303777,-0.004257508065249469
215,-0.028016663693092966,-0.0022130926879676614,-0.015114878190530315
216,-0.04640654808766133,-0.002166720918706945,-0.02428663450318414
217,-0.07109603733629793,0.006597543471568341,-0.0322492469323648
218,-0.08060804650590228,0.028842081185933708,-0.02588298265998428
219,-0.07323841307614302,0.062645941682764,-0.005296235696689501
220,0.07978146971883002,0.19045465282491736,0.1351180612718737
221,0.34582442502717714,0.3714506240148802,0.3586375245210287
222,0.6619465725486343,0.6463969590212848,0.6541717657849596
223,0.9042761643512829,0.8325251257741774,0.8684006450627302
224,1.280447434476904,1.0502985471648139,1.1653729908208592
225,1.3474442074105544,1.1169231866501472,1.2321836970303512
226,1.2620842138496604,1.2384879390613455,1.250286076455503
227,0.9486191687068425,1.3729231760308551,1.1607711723688487
228,1.0030097761669676,1.7659053718077171,1.3844575739873424
229,1.184559889999596,2.0853593309505567,1.6349596104750763
230,1.3237111359029206,2.1287308467401043,1.7262209913215125
231,1.239722587417912,2.1767291058076395,1.7082258466127758
232,1.3349771572448113,2.274960743221077,1.8049689502329442
233,1.49253799554464,2.224787648175214,1.858662821859927
234,1.571629685195717,2.2424054426115916,1.9070175639036542
235,1.7484162590310384,2.819615721895888,2.2840159904634634
236,2.4071052147891074,3.276179409800349,2.841642312294728
237,3.123178075713081,3.6192574667930604,3.371217771253071
238,3.7108730120272257,3.7484434194822573,3.7296582157547413
239,3.999147752813391,4.01232892822575,4.00573834051957
240,4.285393728694401,3.97566972603669,4.130531727365545
241,4.397286489332045,3.8945910060727917,4.145938747702418
242,4.549369662387951,4.09505848317533,4.32221407278164
243,4.924032690718368,4.23519165129275,4.579612171005559
244,4.6605482977789805,3.8972875244553036,4.278917911117142
245,4.652203697900514,3.7593755640854716,4.205789630992992
246,4.19658483479474,3.568124476123501,3.882354655459121
247,4.554322167344996,3.2488548447634726,3.9015885060542344
248,3.895581043346508,3.117400153263196,3.506490598304852
249,3.645764729396717,3.3656259155273442,3.50569532246203
250,3.573772557619456,3.460785423227259,3.5172789904233572
251,4.026328565365559,4.021522131481687,4.023925348423623
252,4.064534266059463,4.363569575902579,4.214051920981021
253,4.4719241705456305,4.893969872706647,4.682947021626138
254,5.142861069859685,5.329134148391518,5.235997609125603
255,5.592349585069193,5.586216918584464,5.589283251826829
256,5.800166987599553,5.6990139287226915,5.749590458161123
257,5.339484327290509,5.6851928228945345,5.512338575092522
258,5.186107381872229,5.702000270663081,5.444053826267655
259,4.787950096645871,5.190401407705771,4.9891757521758215
260,4.9050063537906965,5.425647711753845,5.165327032772271
261,4.65628673218392,5.3986199260402365,5.027453329112079
262,4.383106002292118,5.763848617914561,5.07347731010334
263,4.305952652596139,5.559924125413637,4.932938389004889
264,4.803512462409768,5.747752976804166,5.275632719606968
265,4.896163257392677,5.804980377248816,5.350571817320747
266,5.227702858899091,6.113106872455495,5.670404865677293
267,6.062909432230769,5.936773582664696,5.999841507447734
268,6.734678704803055,5.9636877575436165,6.349183231173336
269,7.183803201623865,6.400699948233528,6.792251574928697
270,7.126306844917504,5.805253970687454,6.465780407802479
271,6.780684137086611,5.5444545031882635,6.162569320137437
272,6.142947105974765,5.55658072084994,5.849763913412352
273,5.617160800212139,6.087797160792996,5.852478980502568
274,5.468683032216253,5.876198140479423,5.672440586347839
275,5.425816968711647,6.175180122787889,5.800498545749768
276,5.94087748424427,6.162349054233448,6.0516132692388585
277,6.643293859120963,6.342623944411407,6.492958901766185
278,7.158600145030666,6.158667135754148,6.658633640392408
279,6.49868349668142,6.748539226635083,6.623611361658251
280,6.915579613866034,7.23036509513855,7.0729723545022924
281,7.15902212813094,7.203028937159359,7.181025532645149
282,6.459898148871758,7.82445701702221,7.142177582946985
283,6.447781205563933,7.699689134649329,7.073735170106631
284,6.976623410920839,7.59094733573295,7.283785373326896
285,6.802149629077396,7.3897170430260735,7.095933336051736
286,6.351977130271294,7.448196481240762,6.900086805756029
287,6.429255683744277,6.495136056332976,6.462195870038627
288,6.292138999217267,6.7975170893282515,6.544828044272759
289,6.352825733648765,6.473846777065382,6.413336255357073
290,6.313423641307935,6.485374798903595,6.399399220105765
291,6.9774812886521635,6.842715652826671,6.910098470739417
292,7.575306137961311,7.01353533925237,7.29442073860684
293,7.778548965454103,7.275331799790667,7.526940382622384
294,7.721493140555718,7.647928965800519,7.684711053178118
295,8.027352056245547,8.008831171602818,8.018091613924181
296,7.728244870160079,7.6259394728170875,7.677092171488582
297,7.916542076420142,7.807401480288119,7.861971778354129
298,7.369410845266807,7.518913429363355,7.4441621373150815
299,7.585354900360108,7.385566769677241,7.485460835018674
300,7.5651182602547316,7.189683141966125,7.377400701110428
301,8.130928040066282,7.299064871298301,7.714996455682291
302,7.7372131703350995,7.428340089643324,7.582776629989213
303,8.70897996696266,7.562252484914419,8.13561622593854
304,8.957356437476907,7.804424412701582,8.380890425089245
305,8.7911600164465,8.445161697284597,8.618160856865549
306,7.863965764432341,8.98155322667715,8.422759495554743
307,8.087959958669302,9.050981039614292,8.569470499141797
308,7.710669969610266,9.047113634057949,8.378891801834108
309,7.366841849249763,9.33830979630754,8.35257582277865
310,7.239885219367775,8.38355216464481,7.811718692006293
311,7.810406370936214,8.237110117319467,8.023758244127842
312,7.824243706883611,8.312046896444784,8.068145301664199
313,7.6672752679360885,8.251040196805388,7.959157732370739
314,7.7701927726333215,7.8769498598253405,7.823571316229331
315,7.884666122230325,8.414565603926375,8.149615863078349
316,7.789520526061188,8.237666578550597,8.013593552305892
317,8.11296361665468,8.286347661920496,8.199655639287588
318,8.218283178999618,8.494009719023834,8.356146449011726
319,8.458952661462734,8.440005156542805,8.449478909002769
320,8.653139082418909,8.77337180575809,8.713255444088498
321,8.948926049825308,8.917411795435726,8.933168922630516
322,8.742998296892322,8.674219688724827,8.708608992808575
323,8.731201318792396,8.617469917503563,8.674335618147978
324,8.93799158663363,8.980542322107265,8.959266954370447
325,8.71966402260033,8.138922533086829,8.429293277843579
326,8.730477919191927,8.149161419739594,8.439819669465761
327,8.78989870432261,8.450021458703118,8.619960081512865
328,9.162690631763356,8.409705842507854,8.786198237135604
329,9.341704209817422,8.513263277620883,8.927483743719154
330,9.843938293972531,9.494072569254284,9.669005431613408
331,9.741521604383315,10.170080221536999,9.955800912960157
332,10.383195598705395,10.579125598185772,10.481160598445584
333,8.386965126862398,8.842196785694846,8.614580956278623
334,6.17851889017466,6.7742848329286325,6.476401861551646
